2.595,0
2.605,0
2.615,0
2.625,0
2.635,0
2.645,0
2.655,0
2.665,0
2.675,0
2.685,0
2.695,1
2.705,1
2.715,1
2.725,1
2.735,1
2.745,1
2.755,1
2.765,1
2.775,1
2.785,1
2.795,1
2.805,1
2.815,1
2.825,1
2.835,1
2.845,1
2.855,1
2.865,1
2.875,1
2.885,1
2.895,1
2.905,1
2.915,1
2.925,1
2.935,1
2.945,1
2.955,1
2.965,1
2.975,1
2.985,1
2.995,1
3.005,1
3.015,1
3.025,1
3.035,1
3.045,1
3.055,1
3.065,1
3.075,1
3.085,1
3.095,1
3.105,1
3.115,1
3.125,1
3.135,1
3.145,1
3.155,1
3.165,1
3.175,1
3.185,1
3.195,1
3.205,1
3.215,1
3.225,1
3.235,1
3.245,1
3.255,1
3.265,1
3.275,1
3.285,1
3.295,1
3.305,0
3.315,0
3.325,0
3.335,0
3.345,0
3.355,0
3.365,0
3.375,0
3.385,0
3.395,0
3.405,0
3.415,0
3.425,0
3.435,0
3.445,0
3.455,0
3.465,0
3.475,0
3.485,0
3.495,0
3.505,0
3.515,0
3.525,0
3.535,0
3.545,0
3.555,0
3.565,0
3.575,0
3.585,0
3.595,0
3.605,0
3.615,1
3.625,1
3.635,1
3.645,1
3.655,0
3.665,0
3.675,0
3.685,0
3.695,0
3.705,0
3.715,0
3.725,0
3.735,0
3.745,0
3.755,0
3.765,0
3.775,0
3.785,0
3.795,0
3.805,0
3.815,0
3.825,0
3.835,1
3.845,1
3.855,1
3.865,1
3.875,1
3.885,1
3.895,1
3.905,1
3.915,1
3.925,1
3.935,1
3.945,1
3.955,1
3.965,1
3.975,1
3.985,1
3.995,1
4.005,1
4.015,1
4.025,1
4.035,1
4.045,1
4.055,1
4.065,1
4.075,1
4.085,1
4.095,1
4.105,1
4.115,1
4.125,1
4.135,1
4.145,1
4.155,1
4.165,1
4.175,1
4.185,1
4.195,1
4.205,1
4.215,1
4.225,1
4.235,1
4.245,1
4.255,1
4.265,1
4.275,1
4.285,1
4.295,1
4.305,1
4.315,1
4.325,1
4.335,1
4.345,1
4.355,1
4.365,1
4.375,1
4.385,1
4.395,1
4.405,1
4.415,1
4.425,1
4.435,1
4.445,1
4.455,1
4.465,1
4.475,1
4.485,1
4.495,1
4.505,1
4.515,1
4.525,1
4.535,0
4.545,0
4.555,0
4.565,0
4.575,0
4.585,0
4.595,0
4.605,0
4.615,0
4.625,0
4.635,0
4.645,0
4.655,0
4.665,0
4.675,0
4.685,0
4.695,0
4.705,0
4.715,0
4.725,0
4.735,0
4.745,0
4.755,0
4.765,0
4.775,0
4.785,0
4.795,0
4.805,0
4.815,0
4.825,0
4.835,0
4.845,0
4.855,0
4.865,0
4.875,0
4.885,0
4.895,0
4.905,0
4.915,0
4.925,0
4.935,0
4.945,0
4.955,0
4.965,0
4.975,0
4.985,0
4.995,0
5.005,0
5.015,1
5.025,1
5.035,1
5.045,1
5.055,1
5.065,1
5.075,1
5.085,1
5.095,1
5.105,1
5.115,1
5.125,1
5.135,1
5.145,1
5.155,1
5.165,1
5.175,1
5.185,1
5.195,1
5.205,1
5.215,1
5.225,1
5.235,1
5.245,1
5.255,1
5.265,1
5.275,1
5.285,1
5.295,1
5.305,1
5.315,1
5.325,1
5.335,1
5.345,1
5.355,1
5.365,1
5.375,1
5.385,1
5.395,1
5.405,1
5.415,1
5.425,1
5.435,1
5.445,1
5.455,1
5.465,1
5.475,1
5.485,1
5.495,1
5.505,1
5.515,1
5.525,1
5.535,1
5.545,1
5.555,1
5.565,1
5.575,1
5.585,1
5.595,1
5.605,1
5.615,1
5.625,1
5.635,1
5.645,1
5.655,1
5.665,1
5.675,1
5.685,1
5.695,1
5.705,1
5.715,1
5.725,1
5.735,1
5.745,1
5.755,1
5.765,1
5.775,1
5.785,1
5.795,1
5.805,1
5.815,1
5.825,1
5.835,1
5.845,0
5.855,0
5.865,0
5.875,0
5.885,0
5.895,0
5.905,0
5.915,0
5.925,0
5.935,0
5.945,0
5.955,0
5.965,0
5.975,0
5.985,0
5.995,0
6.005,0
6.015,0
6.025,0
6.035,0
6.045,0
6.055,0
6.065,0
6.075,0
6.085,0
6.095,0
6.105,0
6.115,0
6.125,0
6.135,0
6.145,0
6.155,0
6.165,0
6.175,0
6.185,1
6.195,1
6.205,1
6.215,1
6.225,1
6.235,1
6.245,1
6.255,1
6.265,1
6.275,1
6.285,1
6.295,1
6.305,1
6.315,1
6.325,1
6.335,1
6.345,1
6.355,1
6.365,1
6.375,1
6.385,1
6.395,1
6.405,1
6.415,1
6.425,1
6.435,1
6.445,1
6.455,1
6.465,1
6.475,1
6.485,1
6.495,1
6.505,1
6.515,1
6.525,1
6.535,1
6.545,1
6.555,1
6.565,1
6.575,1
6.585,1
6.595,1
6.605,1
6.615,1
6.625,1
6.635,1
6.645,1
6.655,1
6.665,1
6.675,1
6.685,1
6.695,1
6.705,1
6.715,1
6.725,1
6.735,1
6.745,1
6.755,1
6.765,1
6.775,1
6.785,1
6.795,1
6.805,1
6.815,1
6.825,1
6.835,1
6.845,1
6.855,1
6.865,1
6.875,1
6.885,1
6.895,1
6.905,1
6.915,0
6.925,0
6.935,0
6.945,0
6.955,0
6.965,0
6.975,0
6.985,0
6.995,0
7.005,0
7.015,0
7.025,0
7.035,0
7.045,0
7.055,0
7.065,0
7.075,0
7.085,0
7.095,0
7.105,0
7.115,0
7.125,0
7.135,0
7.145,0
7.155,0
7.165,0
7.175,0
7.185,0
7.195,0
7.205,0
7.215,0
7.225,0
7.235,0
7.245,0
7.255,0
7.265,0
7.275,0
7.285,0
7.295,0
7.305,0
7.315,0
7.325,0
7.335,0
7.345,0
7.355,0
7.365,0
7.375,0
7.385,0
7.395,0
7.405,0
7.415,0
7.425,0
7.435,0
7.445,0
7.455,0
7.465,0
7.475,0
7.485,0
7.495,0
7.505,0
7.515,0
7.525,0
7.535,0
7.545,0
7.555,0
7.565,0
7.575,0
7.585,0
7.595,0
7.605,0
7.615,0
7.625,0
7.635,0
7.645,0
7.655,0
7.665,0
7.675,0
7.685,0
7.695,0
7.705,0
7.715,0
7.725,0
7.735,0
7.745,0
7.755,0
7.765,0
7.775,0
7.785,0
7.795,0
7.805,0
7.815,0
7.825,0
7.835,0
7.845,0
7.855,0
7.865,0
7.875,0
7.885,0
7.895,0
7.905,0
7.915,0
7.925,0
7.935,0
7.945,0
7.955,0
7.965,0
7.975,0
7.985,0
7.995,0
8.005,0
8.015,0
8.025,0
8.035,0
8.045,0
8.055,0
8.065,0
8.075,0
8.085,0
8.095,0
8.105,0
8.115,0
8.125,0
8.135,0
8.145,0
8.155,0
8.165,0
8.175,0
8.185,0
8.195,0
8.205,0
8.215,0
8.225,0
8.235,0
8.245,0
8.255,0
8.265,0
8.275,0
8.285,0
8.295,0
8.305,0
8.315,0
8.325,0
8.335,0
8.345,0
8.355,0
8.365,0
8.375,0
8.385,0
8.395,0
8.405,0
8.415,0
8.425,0
8.435,0
8.445,0
8.455,0
8.465,0
8.475,0
8.485,0
